Time,Scenario,Bandwidth_Mbps,Latency_ms,CPU_Usage_percent,Task_Size_MB,Existing_Decision,Decision_Score,Reasons
1,Stable,85,19.0,20.0,5.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
287,Stable,76,24.0,20.0,5.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
288,Stable,83,19.0,34.0,6.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
289,Stable,85,22.0,38.0,7.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
290,Stable,85,23.0,23.0,4.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
291,Stable,82,18.0,39.0,9.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
292,Stable,80,21.0,40.0,2.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
293,Stable,85,25.0,29.0,7.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
294,Stable,76,20.0,21.0,1.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
295,Stable,79,25.0,23.0,2.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
296,Stable,78,20.0,32.0,8.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
297,Stable,80,24.0,38.0,3.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
298,Stable,81,19.0,35.0,10.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
299,Stable,81,22.0,21.0,6.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
300,Stable,78,25.0,34.0,4.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
301,Stable,80,19.0,31.0,9.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
302,Stable,85,23.0,21.0,7.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
303,Stable,79,21.0,23.0,8.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
304,Stable,76,21.0,40.0,10.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
305,Stable,75,18.0,30.0,4.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
306,Stable,77,21.0,22.0,9.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
307,Stable,78,21.0,27.0,6.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
308,Stable,77,18.0,28.0,3.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
309,Stable,77,22.0,25.0,2.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
310,Stable,85,18.0,24.0,1.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
311,Stable,80,21.0,38.0,6.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
312,Stable,75,20.0,28.0,1.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
313,Stable,77,24.0,36.0,2.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
314,Stable,76,25.0,34.0,6.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
315,Stable,83,19.0,34.0,9.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
316,Stable,78,18.0,36.0,5.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
317,Stable,82,18.0,21.0,8.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
318,Stable,81,24.0,23.0,8.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
319,Stable,82,19.0,22.0,6.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
320,Stable,84,20.0,22.0,3.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
321,Stable,79,23.0,32.0,10.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
322,Stable,83,22.0,34.0,9.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
323,Stable,84,24.0,23.0,2.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
324,Stable,85,21.0,33.0,8.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
325,Stable,78,24.0,30.0,8.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
326,Stable,81,24.0,23.0,6.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
327,Stable,81,23.0,28.0,6.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
328,Stable,77,25.0,22.0,2.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
329,Stable,76,19.0,33.0,2.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
330,Stable,80,20.0,37.0,1.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
331,Stable,84,23.0,23.0,7.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
332,Stable,80,24.0,21.0,5.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
333,Stable,84,22.0,31.0,2.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
334,Stable,84,21.0,24.0,8.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
335,Stable,78,19.0,31.0,9.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
336,Stable,80,19.0,28.0,10.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
337,Stable,78,24.0,37.0,10.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
338,Stable,84,18.0,39.0,5.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
339,Stable,75,20.0,28.0,5.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
340,Stable,80,23.0,20.0,3.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
341,Stable,77,24.0,22.0,3.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
342,Stable,85,18.0,22.0,9.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
343,Stable,78,24.0,33.0,8.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
344,Stable,80,20.0,31.0,5.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
345,Stable,80,19.0,21.0,3.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
346,Stable,77,18.0,22.0,5.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
347,Stable,82,24.0,35.0,10.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
348,Stable,82,24.0,28.0,4.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
349,Stable,83,19.0,31.0,7.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
350,Stable,76,22.0,38.0,8.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
351,Stable,83,22.0,21.0,4.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
352,Stable,81,18.0,20.0,4.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
353,Stable,79,21.0,24.0,5.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
354,Stable,79,23.0,23.0,1.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
355,Stable,82,24.0,25.0,3.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
356,Stable,81,21.0,36.0,9.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
357,Stable,85,23.0,22.0,7.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
358,Stable,75,24.0,20.0,8.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
359,Stable,76,23.0,38.0,7.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
360,Stable,84,24.0,40.0,7.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
361,Stable,79,19.0,32.0,1.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
362,Stable,80,20.0,39.0,8.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
363,Stable,80,19.0,33.0,2.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
364,Stable,78,24.0,38.0,7.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
365,Stable,83,19.0,32.0,5.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
366,Stable,80,21.0,30.0,3.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
367,Stable,76,19.0,36.0,9.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
368,Stable,78,23.0,31.0,3.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
369,Stable,78,19.0,24.0,5.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
370,Stable,78,20.0,39.0,3.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
371,Stable,85,19.0,25.0,8.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
372,Stable,82,25.0,38.0,10.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
373,Stable,80,23.0,24.0,8.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
374,Stable,76,25.0,34.0,5.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
375,Stable,79,18.0,31.0,9.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
376,Stable,76,22.0,34.0,8.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
377,Stable,75,18.0,31.0,5.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
378,Stable,76,19.0,39.0,10.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
379,Stable,83,24.0,34.0,10.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
380,Stable,83,18.0,34.0,10.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
381,Stable,85,21.0,30.0,10.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
382,Stable,82,20.0,21.0,8.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
383,Stable,76,23.0,22.0,9.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
384,Stable,85,20.0,21.0,4.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
385,Stable,82,25.0,36.0,9.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
386,Stable,84,20.0,31.0,6.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
387,Stable,79,24.0,33.0,6.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
388,Stable,85,18.0,40.0,6.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
389,Stable,76,23.0,23.0,9.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
390,Stable,85,24.0,29.0,5.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
391,Stable,85,20.0,30.0,2.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
392,Stable,84,20.0,31.0,5.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
393,Stable,85,24.0,24.0,10.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
394,Stable,76,22.0,37.0,7.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
395,Stable,85,23.0,24.0,9.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
396,Stable,76,24.0,36.0,6.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
397,Stable,75,23.0,29.0,3.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
398,Stable,78,23.0,35.0,4.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
399,Stable,78,20.0,24.0,2.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
400,Stable,79,19.0,36.0,9.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
401,Stable,83,18.0,30.0,10.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
402,Stable,77,24.0,24.0,3.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
403,Stable,77,20.0,34.0,1.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
404,Stable,81,23.0,27.0,8.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
405,Stable,84,22.0,34.0,4.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
406,Stable,83,21.0,29.0,8.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
407,Stable,78,23.0,38.0,8.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
408,Stable,82,22.0,32.0,9.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
409,Stable,83,24.0,25.0,4.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
410,Stable,84,20.0,28.0,1.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
411,Stable,85,25.0,31.0,9.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
412,Stable,76,19.0,29.0,2.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
413,Stable,77,22.0,34.0,9.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
414,Stable,77,24.0,22.0,4.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
415,Stable,82,23.0,20.0,7.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
416,Stable,75,24.0,36.0,6.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
417,Stable,78,24.0,22.0,6.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
418,Stable,78,18.0,30.0,2.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
419,Stable,85,23.0,24.0,3.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
420,Stable,75,22.0,35.0,3.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
421,Stable,82,25.0,39.0,1.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
422,Stable,76,18.0,28.0,4.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
423,Stable,77,24.0,23.0,5.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
424,Stable,78,22.0,23.0,1.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
425,Stable,78,24.0,40.0,10.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
426,Stable,82,19.0,23.0,8.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
427,Stable,84,18.0,40.0,9.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
428,Stable,84,21.0,24.0,5.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
429,Stable,81,18.0,39.0,6.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
430,Stable,78,24.0,25.0,2.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
431,Stable,83,23.0,22.0,9.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
432,Stable,83,18.0,32.0,8.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
433,Stable,75,24.0,31.0,5.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
434,Stable,75,23.0,22.0,6.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
435,Stable,78,19.0,38.0,6.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
436,Stable,77,18.0,31.0,9.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
437,Stable,80,20.0,34.0,8.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
438,Stable,85,20.0,24.0,2.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
439,Stable,82,18.0,29.0,4.0,EDGE,0,Low current latency; Low CPU utilization; Small computational task
440,Stable,75,21.0,21.0,6.0,EDGE,1,Low current latency; Low CPU utilization; Medium computational task
441,Stable,79,24.0,37.0,8.0,EDGE,2,Low current latency; Low CPU utilization; Large computational task
