Time,Scenario,Bandwidth_Mbps,Latency_ms,CPU_Usage_percent,Task_Size_MB,Existing_Decision,Proposed_Decision,Proposed_Status,Proposed_Predicted_Latency_ms
324,Stable,85.0,21.0,33.0,8.0,EDGE,EDGE,prediction_complete,22.92
325,Stable,78.0,24.0,30.0,8.0,EDGE,EDGE,prediction_complete,22.87
326,Stable,81.0,24.0,23.0,6.0,EDGE,EDGE,prediction_complete,22.63
327,Stable,81.0,23.0,28.0,6.0,EDGE,EDGE,prediction_complete,22.96
328,Stable,77.0,25.0,22.0,2.0,EDGE,EDGE,prediction_complete,23.38
329,Stable,76.0,19.0,33.0,2.0,EDGE,EDGE,prediction_complete,24.17
330,Stable,80.0,20.0,37.0,1.0,EDGE,EDGE,prediction_complete,25.2
331,Stable,84.0,23.0,23.0,7.0,EDGE,EDGE,prediction_complete,24.64
332,Stable,80.0,24.0,21.0,5.0,EDGE,EDGE,prediction_complete,24.32
333,Stable,84.0,22.0,31.0,2.0,EDGE,EDGE,prediction_complete,24.77
334,Stable,84.0,21.0,24.0,8.0,EDGE,EDGE,prediction_complete,24.15
335,Stable,78.0,19.0,31.0,9.0,EDGE,EDGE,prediction_complete,23.71
336,Stable,80.0,19.0,28.0,10.0,EDGE,EDGE,prediction_complete,23.34
337,Stable,78.0,24.0,37.0,10.0,EDGE,EDGE,prediction_complete,23.49
338,Stable,84.0,18.0,39.0,5.0,EDGE,EDGE,prediction_complete,24.1
339,Stable,75.0,20.0,28.0,5.0,EDGE,EDGE,prediction_complete,23.97
340,Stable,80.0,23.0,20.0,3.0,EDGE,EDGE,prediction_complete,23.77
341,Stable,77.0,24.0,22.0,3.0,EDGE,EDGE,prediction_complete,24.0
342,Stable,85.0,18.0,22.0,9.0,EDGE,EDGE,prediction_complete,23.37
343,Stable,78.0,24.0,33.0,8.0,EDGE,EDGE,prediction_complete,23.29
344,Stable,80.0,20.0,31.0,5.0,EDGE,EDGE,prediction_complete,23.76
345,Stable,80.0,19.0,21.0,3.0,EDGE,EDGE,prediction_complete,23.75
346,Stable,77.0,18.0,22.0,5.0,EDGE,EDGE,prediction_complete,23.58
347,Stable,82.0,24.0,35.0,10.0,EDGE,EDGE,prediction_complete,23.42
348,Stable,82.0,24.0,28.0,4.0,EDGE,EDGE,prediction_complete,23.7
349,Stable,83.0,19.0,31.0,7.0,EDGE,EDGE,prediction_complete,23.56
350,Stable,76.0,22.0,38.0,8.0,EDGE,EDGE,prediction_complete,23.79
351,Stable,83.0,22.0,21.0,4.0,EDGE,EDGE,prediction_complete,23.71
352,Stable,81.0,18.0,20.0,4.0,EDGE,EDGE,prediction_complete,23.73
353,Stable,79.0,21.0,24.0,5.0,EDGE,EDGE,prediction_complete,23.48
354,Stable,79.0,23.0,23.0,1.0,EDGE,EDGE,prediction_complete,23.78
355,Stable,82.0,24.0,25.0,3.0,EDGE,EDGE,prediction_complete,23.95
356,Stable,81.0,21.0,36.0,9.0,EDGE,EDGE,prediction_complete,23.79
357,Stable,85.0,23.0,22.0,7.0,EDGE,EDGE,prediction_complete,23.43
358,Stable,75.0,24.0,20.0,8.0,EDGE,EDGE,prediction_complete,22.78
359,Stable,76.0,23.0,38.0,7.0,EDGE,EDGE,prediction_complete,23.37
360,Stable,84.0,24.0,40.0,7.0,EDGE,EDGE,prediction_complete,23.91
361,Stable,79.0,19.0,32.0,1.0,EDGE,EDGE,prediction_complete,24.78
362,Stable,80.0,20.0,39.0,8.0,EDGE,EDGE,prediction_complete,25.02
363,Stable,80.0,19.0,33.0,2.0,EDGE,EDGE,prediction_complete,25.57
364,Stable,78.0,24.0,38.0,7.0,EDGE,EDGE,prediction_complete,25.6
365,Stable,83.0,19.0,32.0,5.0,EDGE,EDGE,prediction_complete,25.61
366,Stable,80.0,21.0,30.0,3.0,EDGE,EDGE,prediction_complete,25.75
367,Stable,76.0,19.0,36.0,9.0,EDGE,EDGE,prediction_complete,25.61
368,Stable,78.0,23.0,31.0,3.0,EDGE,EDGE,prediction_complete,25.99
369,Stable,78.0,19.0,24.0,5.0,EDGE,EDGE,prediction_complete,25.47
370,Stable,78.0,20.0,39.0,3.0,EDGE,EDGE,prediction_complete,26.05
371,Stable,85.0,19.0,25.0,8.0,EDGE,EDGE,prediction_complete,25.2
372,Stable,82.0,25.0,38.0,10.0,EDGE,EDGE,prediction_complete,24.97
373,Stable,80.0,23.0,24.0,8.0,EDGE,EDGE,prediction_complete,24.35
374,Stable,76.0,25.0,34.0,5.0,EDGE,EDGE,prediction_complete,24.58
375,Stable,79.0,18.0,31.0,9.0,EDGE,EDGE,prediction_complete,24.36
376,Stable,76.0,22.0,34.0,8.0,EDGE,EDGE,prediction_complete,24.38
377,Stable,75.0,18.0,31.0,5.0,EDGE,EDGE,prediction_complete,24.61
378,Stable,76.0,19.0,39.0,10.0,EDGE,EDGE,prediction_complete,24.6
379,Stable,83.0,24.0,34.0,10.0,EDGE,EDGE,prediction_complete,24.78
380,Stable,83.0,18.0,34.0,10.0,EDGE,EDGE,prediction_complete,24.56
381,Stable,85.0,21.0,30.0,10.0,EDGE,EDGE,prediction_complete,24.53
382,Stable,82.0,20.0,21.0,8.0,EDGE,EDGE,prediction_complete,23.54
383,Stable,76.0,23.0,22.0,9.0,EDGE,EDGE,prediction_complete,23.07
384,Stable,85.0,20.0,21.0,4.0,EDGE,EDGE,prediction_complete,22.84
385,Stable,82.0,25.0,36.0,9.0,EDGE,EDGE,prediction_complete,22.94
386,Stable,84.0,20.0,31.0,6.0,EDGE,EDGE,prediction_complete,22.97
387,Stable,79.0,24.0,33.0,6.0,EDGE,EDGE,prediction_complete,23.04
388,Stable,85.0,18.0,40.0,6.0,EDGE,EDGE,prediction_complete,23.43
389,Stable,76.0,23.0,23.0,9.0,EDGE,EDGE,prediction_complete,22.9
390,Stable,85.0,24.0,29.0,5.0,EDGE,EDGE,prediction_complete,23.3
391,Stable,85.0,20.0,30.0,2.0,EDGE,EDGE,prediction_complete,23.96
392,Stable,84.0,20.0,31.0,5.0,EDGE,EDGE,prediction_complete,24.15
393,Stable,85.0,24.0,24.0,10.0,EDGE,EDGE,prediction_complete,23.4
394,Stable,76.0,22.0,37.0,7.0,EDGE,EDGE,prediction_complete,23.7
395,Stable,85.0,23.0,24.0,9.0,EDGE,EDGE,prediction_complete,23.21
396,Stable,76.0,24.0,36.0,6.0,EDGE,EDGE,prediction_complete,23.65
397,Stable,75.0,23.0,29.0,3.0,EDGE,EDGE,prediction_complete,24.02
398,Stable,78.0,23.0,35.0,4.0,EDGE,EDGE,prediction_complete,24.6
399,Stable,78.0,20.0,24.0,2.0,EDGE,EDGE,prediction_complete,24.93
400,Stable,79.0,19.0,36.0,9.0,EDGE,EDGE,prediction_complete,24.84
401,Stable,83.0,18.0,30.0,10.0,EDGE,EDGE,prediction_complete,24.38
402,Stable,77.0,24.0,24.0,3.0,EDGE,EDGE,prediction_complete,24.53
403,Stable,77.0,20.0,34.0,1.0,EDGE,EDGE,prediction_complete,25.5
404,Stable,81.0,23.0,27.0,8.0,EDGE,EDGE,prediction_complete,24.88
405,Stable,84.0,22.0,34.0,4.0,EDGE,EDGE,prediction_complete,25.45
406,Stable,83.0,21.0,29.0,8.0,EDGE,EDGE,prediction_complete,24.79
407,Stable,78.0,23.0,38.0,8.0,EDGE,EDGE,prediction_complete,24.68
408,Stable,82.0,22.0,32.0,9.0,EDGE,EDGE,prediction_complete,24.31
409,Stable,83.0,24.0,25.0,4.0,EDGE,EDGE,prediction_complete,24.29
410,Stable,84.0,20.0,28.0,1.0,EDGE,EDGE,prediction_complete,24.67
411,Stable,85.0,25.0,31.0,9.0,EDGE,EDGE,prediction_complete,24.38
412,Stable,76.0,19.0,29.0,2.0,EDGE,EDGE,prediction_complete,24.54
413,Stable,77.0,22.0,34.0,9.0,EDGE,EDGE,prediction_complete,24.05
414,Stable,77.0,24.0,22.0,4.0,EDGE,EDGE,prediction_complete,24.13
415,Stable,82.0,23.0,20.0,7.0,EDGE,EDGE,prediction_complete,23.61
416,Stable,75.0,24.0,36.0,6.0,EDGE,EDGE,prediction_complete,24.11
417,Stable,78.0,24.0,22.0,6.0,EDGE,EDGE,prediction_complete,23.87
418,Stable,78.0,18.0,30.0,2.0,EDGE,EDGE,prediction_complete,24.53
419,Stable,85.0,23.0,24.0,3.0,EDGE,EDGE,prediction_complete,24.7
420,Stable,75.0,22.0,35.0,3.0,EDGE,EDGE,prediction_complete,25.12
421,Stable,82.0,25.0,39.0,1.0,EDGE,EDGE,prediction_complete,26.24
422,Stable,76.0,18.0,28.0,4.0,EDGE,EDGE,prediction_complete,25.83
423,Stable,77.0,24.0,23.0,5.0,EDGE,EDGE,prediction_complete,25.41
424,Stable,78.0,22.0,23.0,1.0,EDGE,EDGE,prediction_complete,25.55
425,Stable,78.0,24.0,40.0,10.0,EDGE,EDGE,prediction_complete,25.58
426,Stable,82.0,19.0,23.0,8.0,EDGE,EDGE,prediction_complete,24.8
427,Stable,84.0,18.0,40.0,9.0,EDGE,EDGE,prediction_complete,24.92
428,Stable,84.0,21.0,24.0,5.0,EDGE,EDGE,prediction_complete,24.62
429,Stable,81.0,18.0,39.0,6.0,EDGE,EDGE,prediction_complete,24.9
430,Stable,78.0,24.0,25.0,2.0,EDGE,EDGE,prediction_complete,24.82
431,Stable,83.0,23.0,22.0,9.0,EDGE,EDGE,prediction_complete,23.79
432,Stable,83.0,18.0,32.0,8.0,EDGE,EDGE,prediction_complete,23.53
433,Stable,75.0,24.0,31.0,5.0,EDGE,EDGE,prediction_complete,23.74
434,Stable,75.0,23.0,22.0,6.0,EDGE,EDGE,prediction_complete,23.41
435,Stable,78.0,19.0,38.0,6.0,EDGE,EDGE,prediction_complete,23.85
436,Stable,77.0,18.0,31.0,9.0,EDGE,EDGE,prediction_complete,23.93
437,Stable,80.0,20.0,34.0,8.0,EDGE,EDGE,prediction_complete,24.15
438,Stable,85.0,20.0,24.0,2.0,EDGE,EDGE,prediction_complete,24.56
439,Stable,82.0,18.0,29.0,4.0,EDGE,EDGE,prediction_complete,24.5
440,Stable,75.0,21.0,21.0,6.0,EDGE,EDGE,prediction_complete,23.85
441,Stable,79.0,24.0,37.0,8.0,EDGE,EDGE,prediction_complete,24.21
442,Stable,79.0,18.0,40.0,4.0,EDGE,EDGE,prediction_complete,24.98
443,Stable,79.0,23.0,21.0,6.0,EDGE,EDGE,prediction_complete,24.4
444,Stable,79.0,19.0,31.0,7.0,EDGE,EDGE,prediction_complete,24.29
445,Stable,81.0,25.0,32.0,6.0,EDGE,EDGE,prediction_complete,24.36
446,Stable,77.0,25.0,35.0,6.0,EDGE,EDGE,prediction_complete,24.73
447,Stable,83.0,22.0,22.0,7.0,EDGE,EDGE,prediction_complete,24.35
448,Stable,76.0,24.0,39.0,3.0,EDGE,EDGE,prediction_complete,25.21
449,Stable,83.0,22.0,30.0,2.0,EDGE,EDGE,prediction_complete,25.65
450,Stable,76.0,23.0,29.0,5.0,EDGE,EDGE,prediction_complete,25.54
451,Stable,82.0,24.0,25.0,8.0,EDGE,EDGE,prediction_complete,24.9
452,Stable,80.0,25.0,21.0,6.0,EDGE,EDGE,prediction_complete,24.3
453,Stable,84.0,24.0,28.0,1.0,EDGE,EDGE,prediction_complete,24.9
454,Stable,76.0,24.0,31.0,9.0,EDGE,EDGE,prediction_complete,24.49
455,Stable,85.0,20.0,20.0,3.0,EDGE,EDGE,prediction_complete,24.34
456,Stable,84.0,25.0,21.0,3.0,EDGE,EDGE,prediction_complete,24.07
457,Stable,76.0,21.0,40.0,6.0,EDGE,EDGE,prediction_complete,24.52
458,Stable,80.0,24.0,38.0,1.0,EDGE,EDGE,prediction_complete,25.22
459,Stable,84.0,20.0,34.0,6.0,EDGE,EDGE,prediction_complete,25.12
460,Stable,80.0,25.0,22.0,10.0,EDGE,EDGE,prediction_complete,24.08
461,Stable,77.0,23.0,32.0,6.0,EDGE,EDGE,prediction_complete,24.35
462,Stable,85.0,22.0,27.0,2.0,EDGE,EDGE,prediction_complete,24.83
463,Stable,75.0,20.0,35.0,9.0,EDGE,EDGE,prediction_complete,24.52
464,Stable,81.0,19.0,28.0,5.0,EDGE,EDGE,prediction_complete,24.56
465,Stable,82.0,21.0,39.0,5.0,EDGE,EDGE,prediction_complete,25.19
466,Stable,82.0,21.0,23.0,3.0,EDGE,EDGE,prediction_complete,25.13
467,Stable,76.0,25.0,25.0,8.0,EDGE,EDGE,prediction_complete,24.34
468,Stable,76.0,23.0,31.0,2.0,EDGE,EDGE,prediction_complete,24.63
469,Stable,83.0,22.0,29.0,3.0,EDGE,EDGE,prediction_complete,24.96
470,Stable,85.0,20.0,31.0,9.0,EDGE,EDGE,prediction_complete,24.65
471,Stable,78.0,19.0,26.0,3.0,EDGE,EDGE,prediction_complete,24.58
472,Stable,78.0,25.0,20.0,6.0,EDGE,EDGE,prediction_complete,24.09
473,Stable,83.0,23.0,34.0,9.0,EDGE,EDGE,prediction_complete,23.91
474,Stable,77.0,19.0,22.0,5.0,EDGE,EDGE,prediction_complete,23.74
475,Stable,81.0,25.0,36.0,7.0,EDGE,EDGE,prediction_complete,23.93
476,Stable,81.0,19.0,24.0,6.0,EDGE,EDGE,prediction_complete,23.78
477,Stable,85.0,19.0,34.0,8.0,EDGE,EDGE,prediction_complete,23.77
478,Stable,85.0,23.0,24.0,9.0,EDGE,EDGE,prediction_complete,23.03
479,Stable,85.0,20.0,24.0,7.0,EDGE,EDGE,prediction_complete,22.66
480,Stable,83.0,18.0,23.0,9.0,EDGE,EDGE,prediction_complete,22.18
481,Stable,77.0,22.0,25.0,3.0,EDGE,EDGE,prediction_complete,22.34
482,Stable,80.0,21.0,31.0,9.0,EDGE,EDGE,prediction_complete,22.25
483,Stable,79.0,19.0,28.0,4.0,EDGE,EDGE,prediction_complete,22.63
484,Stable,85.0,22.0,24.0,5.0,EDGE,EDGE,prediction_complete,22.68
485,Stable,84.0,19.0,36.0,3.0,EDGE,EDGE,prediction_complete,23.23
486,Stable,84.0,20.0,25.0,10.0,EDGE,EDGE,prediction_complete,22.62
487,Stable,84.0,23.0,38.0,1.0,EDGE,EDGE,prediction_complete,23.71
488,Stable,75.0,19.0,21.0,10.0,EDGE,EDGE,prediction_complete,22.96
489,Stable,79.0,21.0,38.0,7.0,EDGE,EDGE,prediction_complete,23.55
490,Stable,84.0,18.0,35.0,9.0,EDGE,EDGE,prediction_complete,23.8
491,Stable,79.0,22.0,35.0,4.0,EDGE,EDGE,prediction_complete,24.23
492,Stable,85.0,24.0,29.0,8.0,EDGE,EDGE,prediction_complete,24.09
493,Stable,76.0,18.0,25.0,8.0,EDGE,EDGE,prediction_complete,23.6
494,Stable,81.0,25.0,34.0,4.0,EDGE,EDGE,prediction_complete,24.29
495,Stable,80.0,20.0,30.0,6.0,EDGE,EDGE,prediction_complete,24.2
496,Stable,80.0,24.0,24.0,6.0,EDGE,EDGE,prediction_complete,24.22
497,Stable,83.0,19.0,30.0,4.0,EDGE,EDGE,prediction_complete,24.19
498,Stable,82.0,19.0,28.0,8.0,EDGE,EDGE,prediction_complete,23.91
499,Stable,78.0,20.0,23.0,1.0,EDGE,EDGE,prediction_complete,24.01
500,Stable,79.0,24.0,39.0,7.0,EDGE,EDGE,prediction_complete,24.34
501,Stable,78.0,20.0,30.0,10.0,EDGE,EDGE,prediction_complete,23.78
502,Stable,80.0,21.0,25.0,8.0,EDGE,EDGE,prediction_complete,23.62
503,Stable,83.0,25.0,35.0,5.0,EDGE,EDGE,prediction_complete,24.21
504,Stable,82.0,18.0,22.0,7.0,EDGE,EDGE,prediction_complete,23.63
505,Stable,83.0,25.0,27.0,4.0,EDGE,EDGE,prediction_complete,23.81
506,Stable,84.0,23.0,21.0,1.0,EDGE,EDGE,prediction_complete,24.03
507,Stable,79.0,25.0,39.0,8.0,EDGE,EDGE,prediction_complete,24.06
508,Stable,79.0,18.0,23.0,7.0,EDGE,EDGE,prediction_complete,23.72
509,Stable,77.0,22.0,31.0,7.0,EDGE,EDGE,prediction_complete,23.6
510,Stable,80.0,18.0,32.0,1.0,EDGE,EDGE,prediction_complete,24.19
511,Stable,84.0,21.0,31.0,9.0,EDGE,EDGE,prediction_complete,23.95
512,Stable,79.0,19.0,32.0,9.0,EDGE,EDGE,prediction_complete,23.83
513,Stable,82.0,22.0,39.0,10.0,EDGE,EDGE,prediction_complete,23.88
514,Stable,76.0,20.0,23.0,7.0,EDGE,EDGE,prediction_complete,23.78
515,Stable,80.0,23.0,37.0,6.0,EDGE,EDGE,prediction_complete,24.27
516,Stable,77.0,21.0,39.0,9.0,EDGE,EDGE,prediction_complete,24.49
517,Stable,81.0,18.0,21.0,1.0,EDGE,EDGE,prediction_complete,24.59
518,Stable,77.0,23.0,35.0,9.0,EDGE,EDGE,prediction_complete,24.56
519,Stable,82.0,20.0,39.0,9.0,EDGE,EDGE,prediction_complete,24.66
520,Stable,77.0,23.0,39.0,6.0,EDGE,EDGE,prediction_complete,24.96
521,Stable,77.0,24.0,39.0,5.0,EDGE,EDGE,prediction_complete,25.7
522,Stable,84.0,23.0,36.0,9.0,EDGE,EDGE,prediction_complete,25.64
523,Stable,83.0,25.0,38.0,5.0,EDGE,EDGE,prediction_complete,26.07
524,Stable,82.0,18.0,31.0,6.0,EDGE,EDGE,prediction_complete,25.88
525,Stable,85.0,19.0,33.0,10.0,EDGE,EDGE,prediction_complete,25.19
526,Stable,79.0,18.0,39.0,8.0,EDGE,EDGE,prediction_complete,25.09
527,Stable,79.0,21.0,21.0,10.0,EDGE,EDGE,prediction_complete,24.21
528,Stable,82.0,20.0,36.0,10.0,EDGE,EDGE,prediction_complete,24.03
529,Stable,81.0,20.0,27.0,1.0,EDGE,EDGE,prediction_complete,24.45
530,Stable,84.0,19.0,26.0,1.0,EDGE,EDGE,prediction_complete,24.77
531,Stable,82.0,23.0,33.0,3.0,EDGE,EDGE,prediction_complete,24.53
532,Stable,81.0,21.0,33.0,9.0,EDGE,EDGE,prediction_complete,24.14
533,Stable,84.0,25.0,21.0,3.0,EDGE,EDGE,prediction_complete,23.93
534,Stable,83.0,21.0,37.0,6.0,EDGE,EDGE,prediction_complete,24.09
535,Stable,85.0,25.0,36.0,7.0,EDGE,EDGE,prediction_complete,24.32
536,Stable,80.0,20.0,34.0,9.0,EDGE,EDGE,prediction_complete,23.97
537,Stable,80.0,23.0,40.0,5.0,EDGE,EDGE,prediction_complete,24.75
538,Stable,84.0,25.0,26.0,4.0,EDGE,EDGE,prediction_complete,24.87
539,Stable,79.0,22.0,27.0,5.0,EDGE,EDGE,prediction_complete,24.64
540,Stable,79.0,21.0,35.0,6.0,EDGE,EDGE,prediction_complete,24.78
541,Stable,82.0,23.0,37.0,5.0,EDGE,EDGE,prediction_complete,25.07
542,Stable,79.0,19.0,38.0,9.0,EDGE,EDGE,prediction_complete,25.02
543,Stable,81.0,24.0,31.0,3.0,EDGE,EDGE,prediction_complete,25.46
544,Stable,79.0,18.0,29.0,2.0,EDGE,EDGE,prediction_complete,25.6
545,Stable,80.0,25.0,40.0,5.0,EDGE,EDGE,prediction_complete,26.01
546,Stable,82.0,21.0,26.0,9.0,EDGE,EDGE,prediction_complete,25.29
547,Stable,79.0,22.0,24.0,2.0,EDGE,EDGE,prediction_complete,25.18
548,Stable,84.0,21.0,27.0,1.0,EDGE,EDGE,prediction_complete,25.48
549,Stable,85.0,21.0,40.0,4.0,EDGE,EDGE,prediction_complete,25.81
550,Stable,75.0,19.0,33.0,6.0,EDGE,EDGE,prediction_complete,25.46
551,Stable,82.0,19.0,24.0,1.0,EDGE,EDGE,prediction_complete,25.43
552,Stable,83.0,20.0,33.0,8.0,EDGE,EDGE,prediction_complete,24.96
553,Stable,82.0,21.0,29.0,6.0,EDGE,EDGE,prediction_complete,24.64
554,Stable,79.0,18.0,22.0,10.0,EDGE,EDGE,prediction_complete,23.61
555,Stable,78.0,18.0,25.0,7.0,EDGE,EDGE,prediction_complete,23.14
556,Stable,77.0,18.0,32.0,8.0,EDGE,EDGE,prediction_complete,23.33
557,Stable,77.0,22.0,21.0,1.0,EDGE,EDGE,prediction_complete,23.67
558,Stable,79.0,19.0,30.0,5.0,EDGE,EDGE,prediction_complete,23.81
559,Stable,82.0,25.0,24.0,9.0,EDGE,EDGE,prediction_complete,23.28
560,Stable,82.0,22.0,26.0,2.0,EDGE,EDGE,prediction_complete,23.6
561,Stable,80.0,20.0,34.0,5.0,EDGE,EDGE,prediction_complete,23.85
562,Stable,77.0,18.0,30.0,5.0,EDGE,EDGE,prediction_complete,23.98
563,Stable,84.0,21.0,25.0,10.0,EDGE,EDGE,prediction_complete,23.39
564,Stable,85.0,24.0,33.0,9.0,EDGE,EDGE,prediction_complete,23.53
565,Stable,80.0,19.0,32.0,2.0,EDGE,EDGE,prediction_complete,24.14
566,Stable,77.0,20.0,35.0,6.0,EDGE,EDGE,prediction_complete,24.28
567,Stable,78.0,18.0,28.0,7.0,EDGE,EDGE,prediction_complete,23.99
568,Stable,78.0,25.0,28.0,6.0,EDGE,EDGE,prediction_complete,24.0
569,Stable,79.0,18.0,28.0,6.0,EDGE,EDGE,prediction_complete,24.13
570,Stable,78.0,18.0,23.0,8.0,EDGE,EDGE,prediction_complete,23.62
571,Stable,79.0,20.0,32.0,9.0,EDGE,EDGE,prediction_complete,23.46
572,Stable,79.0,19.0,40.0,5.0,EDGE,EDGE,prediction_complete,24.13
573,Stable,80.0,21.0,27.0,3.0,EDGE,EDGE,prediction_complete,24.64
574,Stable,82.0,20.0,34.0,10.0,EDGE,EDGE,prediction_complete,24.42
575,Stable,80.0,24.0,37.0,8.0,EDGE,EDGE,prediction_complete,24.46
576,Stable,83.0,21.0,27.0,10.0,EDGE,EDGE,prediction_complete,23.84
577,Stable,76.0,25.0,36.0,6.0,EDGE,EDGE,prediction_complete,24.27
578,Stable,76.0,19.0,21.0,9.0,EDGE,EDGE,prediction_complete,23.64
579,Stable,83.0,21.0,38.0,9.0,EDGE,EDGE,prediction_complete,23.92
580,Stable,77.0,20.0,30.0,9.0,EDGE,EDGE,prediction_complete,23.9
581,Stable,82.0,19.0,26.0,10.0,EDGE,EDGE,prediction_complete,23.52
582,Stable,82.0,19.0,36.0,8.0,EDGE,EDGE,prediction_complete,23.61
583,Stable,75.0,25.0,24.0,9.0,EDGE,EDGE,prediction_complete,23.21
584,Stable,81.0,25.0,38.0,1.0,EDGE,EDGE,prediction_complete,25.41
585,Stable,83.0,25.0,29.0,1.0,EDGE,EDGE,prediction_complete,25.99
586,Stable,81.0,22.0,20.0,4.0,EDGE,EDGE,prediction_complete,24.92
587,Stable,84.0,19.0,21.0,7.0,EDGE,EDGE,prediction_complete,23.72
588,Stable,80.0,19.0,37.0,1.0,EDGE,EDGE,prediction_complete,24.59
589,Stable,76.0,25.0,21.0,5.0,EDGE,EDGE,prediction_complete,24.17
590,Stable,81.0,20.0,24.0,7.0,EDGE,EDGE,prediction_complete,23.74
591,Stable,80.0,24.0,34.0,7.0,EDGE,EDGE,prediction_complete,24.05
592,Stable,81.0,19.0,37.0,3.0,EDGE,EDGE,prediction_complete,24.75
593,Stable,85.0,23.0,23.0,3.0,EDGE,EDGE,prediction_complete,24.75
594,Stable,83.0,24.0,36.0,3.0,EDGE,EDGE,prediction_complete,24.97
595,Stable,78.0,18.0,20.0,5.0,EDGE,EDGE,prediction_complete,24.27
596,Stable,82.0,24.0,37.0,7.0,EDGE,EDGE,prediction_complete,24.46
597,Stable,78.0,21.0,34.0,6.0,EDGE,EDGE,prediction_complete,24.81
598,Stable,77.0,22.0,26.0,2.0,EDGE,EDGE,prediction_complete,24.83
599,Stable,75.0,24.0,39.0,1.0,EDGE,EDGE,prediction_complete,25.82
600,Stable,78.0,21.0,22.0,2.0,EDGE,EDGE,prediction_complete,25.92
601,Stable,84.0,18.0,34.0,10.0,EDGE,EDGE,prediction_complete,25.32
602,Stable,85.0,18.0,27.0,1.0,EDGE,EDGE,prediction_complete,25.47
603,Stable,81.0,25.0,27.0,9.0,EDGE,EDGE,prediction_complete,24.82
604,Stable,78.0,18.0,24.0,9.0,EDGE,EDGE,prediction_complete,23.95
605,Stable,79.0,21.0,38.0,6.0,EDGE,EDGE,prediction_complete,24.43
606,Stable,84.0,23.0,27.0,5.0,EDGE,EDGE,prediction_complete,24.41
607,Stable,77.0,21.0,33.0,5.0,EDGE,EDGE,prediction_complete,24.5
608,Stable,79.0,18.0,37.0,10.0,EDGE,EDGE,prediction_complete,24.25
609,Stable,77.0,24.0,37.0,8.0,EDGE,EDGE,prediction_complete,24.16
610,Stable,75.0,23.0,40.0,7.0,EDGE,EDGE,prediction_complete,24.68
611,Stable,83.0,23.0,33.0,7.0,EDGE,EDGE,prediction_complete,25.05
612,Stable,77.0,22.0,32.0,3.0,EDGE,EDGE,prediction_complete,25.75
613,Stable,83.0,25.0,27.0,4.0,EDGE,EDGE,prediction_complete,25.92
614,Stable,79.0,20.0,34.0,1.0,EDGE,EDGE,prediction_complete,26.9
615,Stable,83.0,24.0,33.0,9.0,EDGE,EDGE,prediction_complete,25.75
616,Stable,83.0,20.0,32.0,4.0,EDGE,EDGE,prediction_complete,25.85
617,Stable,79.0,21.0,30.0,2.0,EDGE,EDGE,prediction_complete,25.86
618,Stable,82.0,23.0,22.0,9.0,EDGE,EDGE,prediction_complete,24.87
619,Stable,78.0,18.0,28.0,7.0,EDGE,EDGE,prediction_complete,24.36
620,Stable,85.0,18.0,22.0,4.0,EDGE,EDGE,prediction_complete,23.98
621,Stable,84.0,21.0,35.0,4.0,EDGE,EDGE,prediction_complete,24.33
622,Stable,80.0,22.0,20.0,4.0,EDGE,EDGE,prediction_complete,23.82
623,Stable,78.0,19.0,35.0,4.0,EDGE,EDGE,prediction_complete,24.12
624,Stable,84.0,21.0,32.0,4.0,EDGE,EDGE,prediction_complete,24.18
625,Stable,83.0,23.0,29.0,7.0,EDGE,EDGE,prediction_complete,23.97
626,Stable,82.0,23.0,29.0,5.0,EDGE,EDGE,prediction_complete,23.96
627,Stable,80.0,25.0,34.0,2.0,EDGE,EDGE,prediction_complete,24.44
628,Stable,82.0,23.0,26.0,6.0,EDGE,EDGE,prediction_complete,24.37
629,Stable,80.0,24.0,21.0,10.0,EDGE,EDGE,prediction_complete,23.54
630,Stable,78.0,20.0,20.0,5.0,EDGE,EDGE,prediction_complete,23.46
631,Stable,83.0,24.0,29.0,3.0,EDGE,EDGE,prediction_complete,23.85
632,Stable,78.0,23.0,27.0,7.0,EDGE,EDGE,prediction_complete,23.7
633,Stable,84.0,21.0,35.0,9.0,EDGE,EDGE,prediction_complete,23.55
634,Stable,85.0,23.0,28.0,8.0,EDGE,EDGE,prediction_complete,23.36
635,Stable,85.0,25.0,34.0,3.0,EDGE,EDGE,prediction_complete,24.02
636,Stable,80.0,20.0,24.0,9.0,EDGE,EDGE,prediction_complete,23.32
637,Stable,82.0,20.0,37.0,1.0,EDGE,EDGE,prediction_complete,24.02
638,Stable,83.0,18.0,22.0,1.0,EDGE,EDGE,prediction_complete,24.17
639,Stable,75.0,24.0,24.0,4.0,EDGE,EDGE,prediction_complete,24.11
640,Stable,76.0,20.0,20.0,4.0,EDGE,EDGE,prediction_complete,23.88
641,Stable,83.0,25.0,31.0,1.0,EDGE,EDGE,prediction_complete,24.5
642,Stable,84.0,25.0,35.0,1.0,EDGE,EDGE,prediction_complete,25.31
643,Stable,75.0,24.0,20.0,1.0,EDGE,EDGE,prediction_complete,25.13
644,Stable,83.0,22.0,37.0,5.0,EDGE,EDGE,prediction_complete,25.45
645,Stable,75.0,24.0,25.0,2.0,EDGE,EDGE,prediction_complete,25.32
646,Stable,76.0,20.0,27.0,4.0,EDGE,EDGE,prediction_complete,25.38
