Time,Scenario,Bandwidth_Mbps,Input_Network_Latency_ms,CPU_Usage_percent,Task_Size_MB,Existing_Decision,Proposed_Decision,Estimated_EDGE_Latency_ms,Estimated_CLOUD_Latency_ms,Existing_Estimated_Latency_ms,Proposed_Estimated_Latency_ms
258,Stable,83.0,18.0,39.0,2.0,EDGE,EDGE,253.6,253.8910843373494,253.6,253.6
259,Stable,78.0,22.0,27.0,2.0,EDGE,EDGE,224.8,269.2882051282051,224.8,224.8
260,Stable,81.0,19.0,40.0,2.0,EDGE,EDGE,256.0,259.7308641975309,256.0,256.0
261,Stable,82.0,20.0,29.0,1.0,EDGE,EDGE,114.80000000000001,138.7209756097561,114.80000000000001,114.80000000000001
262,Stable,75.0,23.0,21.0,5.0,EDGE,EDGE,526.0,660.5333333333334,526.0,526.0
263,Stable,80.0,23.0,33.0,3.0,EDGE,EDGE,358.8,386.96,358.8,358.8
264,Stable,78.0,24.0,38.0,3.0,EDGE,EDGE,376.8,396.25230769230774,376.8,376.8
265,Stable,77.0,20.0,22.0,10.0,EDGE,EDGE,1064.0,1267.7610389610388,1064.0,1064.0
266,Stable,81.0,21.0,35.0,10.0,EDGE,EDGE,1220.0,1222.6543209876543,1220.0,1220.0
267,Stable,77.0,21.0,34.0,5.0,EDGE,EDGE,604.0,647.2805194805194,604.0,604.0
268,Stable,82.0,22.0,20.0,8.0,EDGE,EDGE,832.0,968.8878048780488,832.0,832.0
269,Stable,79.0,20.0,22.0,8.0,EDGE,EDGE,851.2,997.166582278481,851.2,851.2
270,Stable,80.0,22.0,40.0,7.0,EDGE,EDGE,896.0,873.2,896.0,896.0
271,Stable,79.0,25.0,29.0,4.0,EDGE,EDGE,459.20000000000005,514.7032911392405,459.20000000000005,459.20000000000005
272,Stable,81.0,25.0,23.0,4.0,EDGE,EDGE,430.4,503.7417283950617,430.4,430.4
273,Stable,81.0,23.0,38.0,5.0,EDGE,EDGE,628.0,624.4271604938272,628.0,628.0
274,Stable,79.0,18.0,32.0,5.0,EDGE,EDGE,592.0,630.7291139240507,592.0,592.0
275,Stable,75.0,18.0,39.0,8.0,EDGE,EDGE,1014.4,1043.8133333333335,1014.4,1014.4
276,Stable,79.0,21.0,39.0,6.0,EDGE,EDGE,760.8,757.9549367088608,760.8,760.8
277,Stable,78.0,21.0,39.0,5.0,EDGE,EDGE,634.0,641.6205128205129,634.0,634.0
278,Stable,85.0,20.0,40.0,2.0,EDGE,EDGE,256.0,251.43529411764706,256.0,256.0
279,Stable,85.0,18.0,29.0,8.0,EDGE,EDGE,918.4000000000001,940.2211764705881,918.4000000000001,918.4000000000001
280,Stable,75.0,23.0,24.0,2.0,EDGE,EDGE,217.59999999999997,278.25333333333333,217.59999999999997,217.59999999999997
281,Stable,79.0,23.0,33.0,3.0,EDGE,EDGE,358.8,390.7574683544304,358.8,358.8
282,Stable,78.0,20.0,37.0,6.0,EDGE,EDGE,746.4,764.2646153846155,746.4,746.4
283,Stable,83.0,22.0,25.0,5.0,EDGE,EDGE,550.0,608.9277108433735,550.0,550.0
284,Stable,82.0,22.0,30.0,2.0,EDGE,EDGE,232.0,259.5219512195122,232.0,232.0
285,Stable,82.0,19.0,24.0,4.0,EDGE,EDGE,435.19999999999993,493.0839024390244,435.19999999999993,435.19999999999993
286,Stable,85.0,24.0,37.0,6.0,EDGE,EDGE,746.4,717.5858823529412,746.4,746.4
287,Stable,76.0,24.0,20.0,5.0,EDGE,EDGE,520.0,654.3157894736842,520.0,520.0
288,Stable,83.0,19.0,34.0,6.0,EDGE,EDGE,724.8,725.4732530120482,724.8,724.8
289,Stable,85.0,22.0,38.0,7.0,EDGE,EDGE,879.2,831.4635294117647,879.2,879.2
290,Stable,85.0,23.0,23.0,4.0,EDGE,EDGE,430.4,483.1505882352941,430.4,430.4
291,Stable,82.0,18.0,39.0,9.0,EDGE,EDGE,1141.2,1090.0887804878048,1141.2,1141.2
292,Stable,80.0,21.0,40.0,2.0,EDGE,EDGE,256.0,264.2,256.0,256.0
293,Stable,85.0,25.0,29.0,7.0,EDGE,EDGE,803.6,831.9435294117648,803.6,803.6
294,Stable,76.0,20.0,21.0,1.0,EDGE,EDGE,105.19999999999999,146.10315789473682,105.19999999999999,105.19999999999999
295,Stable,79.0,25.0,23.0,2.0,EDGE,EDGE,215.2,269.3716455696202,215.2,215.2
296,Stable,78.0,20.0,32.0,8.0,EDGE,EDGE,947.2,1010.7528205128204,947.2,947.2
297,Stable,80.0,24.0,38.0,3.0,EDGE,EDGE,376.8,388.56,376.8,376.8
298,Stable,81.0,19.0,35.0,10.0,EDGE,EDGE,1220.0,1220.6543209876543,1220.0,1220.0
299,Stable,81.0,22.0,21.0,6.0,EDGE,EDGE,631.1999999999999,739.6325925925926,631.1999999999999,631.1999999999999
300,Stable,78.0,25.0,34.0,4.0,EDGE,EDGE,483.2,520.6964102564102,483.2,483.2
301,Stable,80.0,19.0,31.0,9.0,EDGE,EDGE,1054.8,1110.16,1054.8,1054.8
302,Stable,85.0,23.0,21.0,7.0,EDGE,EDGE,736.4,827.7035294117647,736.4,736.4
303,Stable,79.0,21.0,23.0,8.0,EDGE,EDGE,860.8,998.486582278481,860.8,860.8
304,Stable,76.0,21.0,40.0,10.0,EDGE,EDGE,1280.0,1289.6315789473683,1280.0,1280.0
305,Stable,75.0,18.0,30.0,4.0,EDGE,EDGE,464.0,529.4666666666667,464.0,464.0
306,Stable,77.0,21.0,22.0,9.0,EDGE,EDGE,957.6,1143.9849350649351,957.6,957.6
307,Stable,78.0,21.0,27.0,6.0,EDGE,EDGE,674.4,762.8646153846155,674.4,674.4
308,Stable,77.0,18.0,28.0,3.0,EDGE,EDGE,340.79999999999995,393.0483116883117,340.79999999999995,340.79999999999995
309,Stable,77.0,22.0,25.0,2.0,EDGE,EDGE,220.0,271.7922077922078,220.0,220.0
310,Stable,85.0,18.0,24.0,1.0,EDGE,EDGE,108.79999999999998,133.07764705882352,108.79999999999998,108.79999999999998
311,Stable,80.0,21.0,38.0,6.0,EDGE,EDGE,753.6,750.12,753.6,753.6
312,Stable,75.0,20.0,28.0,1.0,EDGE,EDGE,113.6,147.78666666666666,113.6,113.6
313,Stable,77.0,24.0,36.0,2.0,EDGE,EDGE,246.4,274.6722077922078,246.4,246.4
314,Stable,76.0,25.0,34.0,6.0,EDGE,EDGE,724.8,784.738947368421,724.8,724.8
315,Stable,83.0,19.0,34.0,9.0,EDGE,EDGE,1087.2,1078.7098795180723,1087.2,1087.2
316,Stable,78.0,18.0,36.0,5.0,EDGE,EDGE,616.0,638.0205128205129,616.0,616.0
317,Stable,82.0,18.0,21.0,8.0,EDGE,EDGE,841.5999999999999,965.2078048780488,841.5999999999999,841.5999999999999
318,Stable,81.0,24.0,23.0,8.0,EDGE,EDGE,860.8,981.4834567901235,860.8,860.8
319,Stable,82.0,19.0,22.0,6.0,EDGE,EDGE,638.4000000000001,729.6458536585366,638.4000000000001,638.4000000000001
320,Stable,84.0,20.0,22.0,3.0,EDGE,EDGE,319.20000000000005,368.3542857142857,319.20000000000005,319.20000000000005
321,Stable,79.0,23.0,32.0,10.0,EDGE,EDGE,1184.0,1248.4582278481014,1184.0,1184.0
322,Stable,83.0,22.0,34.0,9.0,EDGE,EDGE,1087.2,1081.7098795180723,1087.2,1087.2
323,Stable,84.0,24.0,23.0,2.0,EDGE,EDGE,215.2,256.31619047619046,215.2,215.2
324,Stable,85.0,21.0,33.0,8.0,EDGE,EDGE,956.8000000000001,944.5011764705882,956.8000000000001,956.8000000000001
325,Stable,78.0,24.0,30.0,8.0,EDGE,EDGE,928.0,1014.1128205128205,928.0,928.0
326,Stable,81.0,24.0,23.0,6.0,EDGE,EDGE,645.6,742.1125925925926,645.6,645.6
327,Stable,81.0,23.0,28.0,6.0,EDGE,EDGE,681.5999999999999,742.3125925925926,681.5999999999999,681.5999999999999
328,Stable,77.0,25.0,22.0,2.0,EDGE,EDGE,212.8,274.5522077922078,212.8,212.8
329,Stable,76.0,19.0,33.0,2.0,EDGE,EDGE,239.20000000000002,272.1663157894737,239.20000000000002,239.20000000000002
330,Stable,80.0,20.0,37.0,1.0,EDGE,EDGE,124.39999999999999,141.48,124.39999999999999,124.39999999999999
331,Stable,84.0,23.0,23.0,7.0,EDGE,EDGE,753.1999999999999,836.1066666666666,753.1999999999999,753.1999999999999
332,Stable,80.0,24.0,21.0,5.0,EDGE,EDGE,526.0,628.2,526.0,526.0
333,Stable,84.0,22.0,31.0,2.0,EDGE,EDGE,234.39999999999998,254.95619047619044,234.39999999999998,234.39999999999998
334,Stable,84.0,21.0,24.0,8.0,EDGE,EDGE,870.3999999999999,950.5847619047618,870.3999999999999,870.3999999999999
335,Stable,78.0,19.0,31.0,9.0,EDGE,EDGE,1054.8,1133.2369230769232,1054.8,1054.8
336,Stable,80.0,19.0,28.0,10.0,EDGE,EDGE,1136.0,1230.2,1136.0,1136.0
337,Stable,78.0,24.0,37.0,10.0,EDGE,EDGE,1244.0,1264.4410256410256,1244.0,1244.0
338,Stable,84.0,18.0,39.0,5.0,EDGE,EDGE,634.0,601.9904761904761,634.0,634.0
339,Stable,75.0,20.0,28.0,5.0,EDGE,EDGE,568.0,658.9333333333334,568.0,568.0
340,Stable,80.0,23.0,20.0,3.0,EDGE,EDGE,312.0,385.4,312.0,312.0
341,Stable,77.0,24.0,22.0,3.0,EDGE,EDGE,319.20000000000005,398.32831168831166,319.20000000000005,319.20000000000005
342,Stable,85.0,18.0,22.0,9.0,EDGE,EDGE,957.6,1052.9788235294118,957.6,957.6
343,Stable,78.0,24.0,33.0,8.0,EDGE,EDGE,956.8000000000001,1015.0728205128205,956.8000000000001,956.8000000000001
344,Stable,80.0,20.0,31.0,5.0,EDGE,EDGE,586.0,626.2,586.0,586.0
345,Stable,80.0,19.0,21.0,3.0,EDGE,EDGE,315.59999999999997,381.52,315.59999999999997,315.59999999999997
346,Stable,77.0,18.0,22.0,5.0,EDGE,EDGE,532.0,641.8805194805194,532.0,532.0
347,Stable,82.0,24.0,35.0,10.0,EDGE,EDGE,1220.0,1213.6097560975609,1220.0,1220.0
348,Stable,82.0,24.0,28.0,4.0,EDGE,EDGE,454.4,498.7239024390244,454.4,454.4
349,Stable,83.0,19.0,31.0,7.0,EDGE,EDGE,820.3999999999999,842.3787951807228,820.3999999999999,820.3999999999999
350,Stable,76.0,22.0,38.0,8.0,EDGE,EDGE,1004.8000000000001,1036.2652631578947,1004.8000000000001,1004.8000000000001
351,Stable,83.0,22.0,21.0,4.0,EDGE,EDGE,420.79999999999995,490.9021686746988,420.79999999999995,420.79999999999995
352,Stable,81.0,18.0,20.0,4.0,EDGE,EDGE,416.0,496.2617283950617,416.0,416.0
353,Stable,79.0,21.0,24.0,5.0,EDGE,EDGE,544.0,632.1291139240507,544.0,544.0
354,Stable,79.0,23.0,23.0,1.0,EDGE,EDGE,107.6,145.1858227848101,107.6,107.6
355,Stable,82.0,24.0,25.0,3.0,EDGE,EDGE,330.0,379.6829268292683,330.0,330.0
356,Stable,81.0,21.0,36.0,9.0,EDGE,EDGE,1108.8,1102.8488888888887,1108.8,1108.8
357,Stable,85.0,23.0,22.0,7.0,EDGE,EDGE,744.8000000000001,827.9835294117647,744.8000000000001,744.8000000000001
358,Stable,75.0,24.0,20.0,8.0,EDGE,EDGE,832.0,1043.7333333333333,832.0,832.0
359,Stable,76.0,23.0,38.0,7.0,EDGE,EDGE,879.2,910.4821052631578,879.2,879.2
360,Stable,84.0,24.0,40.0,7.0,EDGE,EDGE,896.0,841.8666666666667,896.0,896.0
361,Stable,79.0,19.0,32.0,1.0,EDGE,EDGE,118.4,141.54582278481013,118.4,118.4
362,Stable,80.0,20.0,39.0,8.0,EDGE,EDGE,1014.4,992.48,1014.4,1014.4
363,Stable,80.0,19.0,33.0,2.0,EDGE,EDGE,239.20000000000002,261.64,239.20000000000002,239.20000000000002
364,Stable,78.0,24.0,38.0,7.0,EDGE,EDGE,879.2,892.5887179487179,879.2,879.2
365,Stable,83.0,19.0,32.0,5.0,EDGE,EDGE,592.0,607.3277108433736,592.0,592.0
366,Stable,80.0,21.0,30.0,3.0,EDGE,EDGE,348.0,384.6,348.0,348.0
367,Stable,76.0,19.0,36.0,9.0,EDGE,EDGE,1108.8,1159.3284210526315,1108.8,1108.8
368,Stable,78.0,23.0,31.0,3.0,EDGE,EDGE,351.59999999999997,394.41230769230776,351.59999999999997,351.59999999999997
369,Stable,78.0,19.0,24.0,5.0,EDGE,EDGE,544.0,636.6205128205129,544.0,544.0
370,Stable,78.0,20.0,39.0,3.0,EDGE,EDGE,380.4,392.37230769230774,380.4,380.4
371,Stable,85.0,19.0,25.0,8.0,EDGE,EDGE,880.0,939.9411764705882,880.0,880.0
372,Stable,82.0,25.0,38.0,10.0,EDGE,EDGE,1256.0,1215.809756097561,1256.0,1256.0
373,Stable,80.0,23.0,24.0,8.0,EDGE,EDGE,870.3999999999999,990.6800000000001,870.3999999999999,870.3999999999999
374,Stable,76.0,25.0,34.0,5.0,EDGE,EDGE,604.0,658.1157894736841,604.0,604.0
375,Stable,79.0,18.0,31.0,9.0,EDGE,EDGE,1054.8,1120.5524050632912,1054.8,1054.8
376,Stable,76.0,22.0,34.0,8.0,EDGE,EDGE,966.4,1034.9852631578947,966.4,966.4
377,Stable,75.0,18.0,31.0,5.0,EDGE,EDGE,586.0,657.5333333333334,586.0,586.0
378,Stable,76.0,19.0,39.0,10.0,EDGE,EDGE,1268.0,1287.2315789473682,1268.0,1268.0
379,Stable,83.0,24.0,34.0,10.0,EDGE,EDGE,1208.0,1201.455421686747,1208.0,1208.0
380,Stable,83.0,18.0,34.0,10.0,EDGE,EDGE,1208.0,1195.455421686747,1208.0,1208.0
381,Stable,85.0,21.0,30.0,10.0,EDGE,EDGE,1160.0,1174.1764705882351,1160.0,1160.0
382,Stable,82.0,20.0,21.0,8.0,EDGE,EDGE,841.5999999999999,967.2078048780488,841.5999999999999,841.5999999999999
383,Stable,76.0,23.0,22.0,9.0,EDGE,EDGE,957.6,1158.2884210526315,957.6,957.6
384,Stable,85.0,20.0,21.0,4.0,EDGE,EDGE,420.79999999999995,479.8305882352941,420.79999999999995,420.79999999999995
385,Stable,82.0,25.0,36.0,9.0,EDGE,EDGE,1108.8,1096.0087804878049,1108.8,1108.8
386,Stable,84.0,20.0,31.0,6.0,EDGE,EDGE,703.1999999999999,718.8685714285715,703.1999999999999,703.1999999999999
387,Stable,79.0,24.0,33.0,6.0,EDGE,EDGE,717.6,759.5149367088608,717.6,717.6
388,Stable,85.0,18.0,40.0,6.0,EDGE,EDGE,768.0,712.3058823529412,768.0,768.0
389,Stable,76.0,23.0,23.0,9.0,EDGE,EDGE,968.4,1158.6484210526316,968.4,968.4
390,Stable,85.0,24.0,29.0,5.0,EDGE,EDGE,574.0,600.3882352941176,574.0,574.0
391,Stable,85.0,20.0,30.0,2.0,EDGE,EDGE,232.0,250.63529411764705,232.0,232.0
392,Stable,84.0,20.0,31.0,5.0,EDGE,EDGE,586.0,602.3904761904762,586.0,586.0
393,Stable,85.0,24.0,24.0,10.0,EDGE,EDGE,1088.0,1174.7764705882353,1088.0,1088.0
394,Stable,76.0,22.0,37.0,7.0,EDGE,EDGE,870.8,909.2021052631578,870.8,870.8
395,Stable,85.0,23.0,24.0,9.0,EDGE,EDGE,979.1999999999999,1058.6988235294118,979.1999999999999,979.1999999999999
396,Stable,76.0,24.0,36.0,6.0,EDGE,EDGE,739.2,784.218947368421,739.2,739.2
397,Stable,75.0,23.0,29.0,3.0,EDGE,EDGE,344.40000000000003,406.48,344.40000000000003,344.40000000000003
398,Stable,78.0,23.0,35.0,4.0,EDGE,EDGE,488.0,518.8564102564102,488.0,488.0
399,Stable,78.0,20.0,24.0,2.0,EDGE,EDGE,217.59999999999997,267.0482051282051,217.59999999999997,217.59999999999997
400,Stable,79.0,19.0,36.0,9.0,EDGE,EDGE,1108.8,1123.3524050632911,1108.8,1108.8
401,Stable,83.0,18.0,30.0,10.0,EDGE,EDGE,1160.0,1193.855421686747,1160.0,1160.0
402,Stable,77.0,24.0,24.0,3.0,EDGE,EDGE,326.4,398.56831168831167,326.4,326.4
403,Stable,77.0,20.0,34.0,1.0,EDGE,EDGE,120.8,145.25610389610392,120.8,120.8
404,Stable,81.0,23.0,27.0,8.0,EDGE,EDGE,899.2,981.7634567901234,899.2,899.2
405,Stable,84.0,22.0,34.0,4.0,EDGE,EDGE,483.2,488.3923809523809,483.2,483.2
406,Stable,83.0,21.0,29.0,8.0,EDGE,EDGE,918.4000000000001,961.3643373493976,918.4000000000001,918.4000000000001
407,Stable,78.0,23.0,38.0,8.0,EDGE,EDGE,1004.8000000000001,1015.6728205128204,1004.8000000000001,1004.8000000000001
408,Stable,82.0,22.0,32.0,9.0,EDGE,EDGE,1065.6,1091.5687804878048,1065.6,1065.6
409,Stable,83.0,24.0,25.0,4.0,EDGE,EDGE,440.0,493.5421686746988,440.0,440.0
410,Stable,84.0,20.0,28.0,1.0,EDGE,EDGE,113.6,136.35809523809522,113.6,113.6
411,Stable,85.0,25.0,31.0,9.0,EDGE,EDGE,1054.8,1063.2188235294118,1054.8,1054.8
412,Stable,76.0,19.0,29.0,2.0,EDGE,EDGE,229.60000000000002,271.8463157894737,229.60000000000002,229.60000000000002
413,Stable,77.0,22.0,34.0,9.0,EDGE,EDGE,1087.2,1149.304935064935,1087.2,1087.2
414,Stable,77.0,24.0,22.0,4.0,EDGE,EDGE,425.6,523.1044155844156,425.6,425.6
415,Stable,82.0,23.0,20.0,7.0,EDGE,EDGE,728.0,851.5268292682928,728.0,728.0
416,Stable,75.0,24.0,36.0,6.0,EDGE,EDGE,739.2,792.64,739.2,739.2
417,Stable,78.0,24.0,22.0,6.0,EDGE,EDGE,638.4000000000001,764.6646153846154,638.4000000000001,638.4000000000001
418,Stable,78.0,18.0,30.0,2.0,EDGE,EDGE,232.0,265.5282051282051,232.0,232.0
419,Stable,85.0,23.0,24.0,3.0,EDGE,EDGE,326.4,368.2329411764706,326.4,326.4
420,Stable,75.0,22.0,35.0,3.0,EDGE,EDGE,366.0,406.2,366.0,366.0
421,Stable,82.0,25.0,39.0,1.0,EDGE,EDGE,126.8,144.1209756097561,126.8,126.8
422,Stable,76.0,18.0,28.0,4.0,EDGE,EDGE,454.4,523.5326315789473,454.4,454.4
423,Stable,77.0,24.0,23.0,5.0,EDGE,EDGE,538.0,648.0805194805195,538.0,538.0
424,Stable,78.0,22.0,23.0,1.0,EDGE,EDGE,107.6,145.48410256410256,107.6,107.6
425,Stable,78.0,24.0,40.0,10.0,EDGE,EDGE,1280.0,1265.6410256410256,1280.0,1280.0
426,Stable,82.0,19.0,23.0,8.0,EDGE,EDGE,860.8,966.8478048780488,860.8,860.8
427,Stable,84.0,18.0,40.0,9.0,EDGE,EDGE,1152.0,1069.5428571428572,1152.0,1152.0
428,Stable,84.0,21.0,24.0,5.0,EDGE,EDGE,544.0,601.9904761904761,544.0,544.0
429,Stable,81.0,18.0,39.0,6.0,EDGE,EDGE,760.8,739.9525925925926,760.8,760.8
430,Stable,78.0,24.0,25.0,2.0,EDGE,EDGE,220.0,271.1282051282051,220.0,220.0
431,Stable,83.0,23.0,22.0,9.0,EDGE,EDGE,957.6,1078.3898795180723,957.6,957.6
432,Stable,83.0,18.0,32.0,8.0,EDGE,EDGE,947.2,959.3243373493976,947.2,947.2
433,Stable,75.0,24.0,31.0,5.0,EDGE,EDGE,586.0,663.5333333333334,586.0,586.0
434,Stable,75.0,23.0,22.0,6.0,EDGE,EDGE,638.4000000000001,788.28,638.4000000000001,638.4000000000001
435,Stable,78.0,19.0,38.0,6.0,EDGE,EDGE,753.6,763.5046153846155,753.6,753.6
436,Stable,77.0,18.0,31.0,9.0,EDGE,EDGE,1054.8,1144.2249350649352,1054.8,1054.8
437,Stable,80.0,20.0,34.0,8.0,EDGE,EDGE,966.4,990.88,966.4,966.4
438,Stable,85.0,20.0,24.0,2.0,EDGE,EDGE,217.59999999999997,250.15529411764703,217.59999999999997,217.59999999999997
439,Stable,82.0,18.0,29.0,4.0,EDGE,EDGE,459.20000000000005,492.8839024390244,459.20000000000005,459.20000000000005
440,Stable,75.0,21.0,21.0,6.0,EDGE,EDGE,631.1999999999999,786.04,631.1999999999999,631.1999999999999
441,Stable,79.0,24.0,37.0,8.0,EDGE,EDGE,995.1999999999999,1005.966582278481,995.1999999999999,995.1999999999999
442,Stable,79.0,18.0,40.0,4.0,EDGE,EDGE,512.0,509.4632911392405,512.0,512.0
443,Stable,79.0,23.0,21.0,6.0,EDGE,EDGE,631.1999999999999,755.6349367088608,631.1999999999999,631.1999999999999
444,Stable,79.0,19.0,31.0,7.0,EDGE,EDGE,820.3999999999999,876.540759493671,820.3999999999999,820.3999999999999
445,Stable,81.0,25.0,32.0,6.0,EDGE,EDGE,710.4,745.2725925925927,710.4,710.4
446,Stable,77.0,25.0,35.0,6.0,EDGE,EDGE,732.0,776.7766233766233,732.0,732.0
447,Stable,83.0,22.0,22.0,7.0,EDGE,EDGE,744.8000000000001,842.8587951807228,744.8000000000001,744.8000000000001
448,Stable,76.0,24.0,39.0,3.0,EDGE,EDGE,380.4,404.4694736842105,380.4,380.4
449,Stable,83.0,22.0,30.0,2.0,EDGE,EDGE,232.0,257.1710843373494,232.0,232.0
450,Stable,76.0,23.0,29.0,5.0,EDGE,EDGE,574.0,655.1157894736841,574.0,574.0
451,Stable,82.0,24.0,25.0,8.0,EDGE,EDGE,880.0,972.4878048780488,880.0,880.0
452,Stable,80.0,25.0,21.0,6.0,EDGE,EDGE,631.1999999999999,750.04,631.1999999999999,631.1999999999999
453,Stable,84.0,24.0,28.0,1.0,EDGE,EDGE,113.6,140.35809523809522,113.6,113.6
454,Stable,76.0,24.0,31.0,9.0,EDGE,EDGE,1054.8,1162.5284210526315,1054.8,1054.8
455,Stable,85.0,20.0,20.0,3.0,EDGE,EDGE,312.0,364.7529411764706,312.0,312.0
456,Stable,84.0,25.0,21.0,3.0,EDGE,EDGE,315.59999999999997,373.2342857142857,315.59999999999997,315.59999999999997
457,Stable,76.0,21.0,40.0,6.0,EDGE,EDGE,768.0,782.1789473684211,768.0,768.0
458,Stable,80.0,24.0,38.0,1.0,EDGE,EDGE,125.60000000000001,145.52,125.60000000000001,125.60000000000001
459,Stable,84.0,20.0,34.0,6.0,EDGE,EDGE,724.8,719.5885714285714,724.8,724.8
460,Stable,80.0,25.0,22.0,10.0,EDGE,EDGE,1064.0,1233.8,1064.0,1064.0
461,Stable,77.0,23.0,32.0,6.0,EDGE,EDGE,710.4,774.0566233766233,710.4,710.4
462,Stable,85.0,22.0,27.0,2.0,EDGE,EDGE,224.8,252.39529411764704,224.8,224.8
463,Stable,75.0,20.0,35.0,9.0,EDGE,EDGE,1098.0,1172.6,1098.0,1098.0
464,Stable,81.0,19.0,28.0,5.0,EDGE,EDGE,568.0,618.4271604938272,568.0,568.0
465,Stable,82.0,21.0,39.0,5.0,EDGE,EDGE,634.0,616.6048780487805,634.0,634.0
466,Stable,82.0,21.0,23.0,3.0,EDGE,EDGE,322.8,376.4429268292683,322.8,322.8
467,Stable,76.0,25.0,25.0,8.0,EDGE,EDGE,880.0,1035.1052631578946,880.0,880.0
468,Stable,76.0,23.0,31.0,2.0,EDGE,EDGE,234.39999999999998,276.00631578947366,234.39999999999998,234.39999999999998
469,Stable,83.0,22.0,29.0,3.0,EDGE,EDGE,344.40000000000003,374.63662650602413,344.40000000000003,344.40000000000003
470,Stable,85.0,20.0,31.0,9.0,EDGE,EDGE,1054.8,1058.2188235294118,1054.8,1054.8
471,Stable,78.0,19.0,26.0,3.0,EDGE,EDGE,333.6,389.81230769230774,333.6,333.6
472,Stable,78.0,25.0,20.0,6.0,EDGE,EDGE,624.0,765.1846153846154,624.0,624.0
473,Stable,83.0,23.0,34.0,9.0,EDGE,EDGE,1087.2,1082.7098795180723,1087.2,1087.2
474,Stable,77.0,19.0,22.0,5.0,EDGE,EDGE,532.0,642.8805194805194,532.0,532.0
475,Stable,81.0,25.0,36.0,7.0,EDGE,EDGE,862.4,866.438024691358,862.4,862.4
476,Stable,81.0,19.0,24.0,6.0,EDGE,EDGE,652.8,737.3525925925926,652.8,652.8
477,Stable,85.0,19.0,34.0,8.0,EDGE,EDGE,966.4,942.8211764705882,966.4,966.4
478,Stable,85.0,23.0,24.0,9.0,EDGE,EDGE,979.1999999999999,1058.6988235294118,979.1999999999999,979.1999999999999
479,Stable,85.0,20.0,24.0,7.0,EDGE,EDGE,761.5999999999999,825.5435294117648,761.5999999999999,761.5999999999999
480,Stable,83.0,18.0,23.0,9.0,EDGE,EDGE,968.4,1073.7498795180722,968.4,968.4
481,Stable,77.0,22.0,25.0,3.0,EDGE,EDGE,330.0,396.68831168831167,330.0,330.0
482,Stable,80.0,21.0,31.0,9.0,EDGE,EDGE,1054.8,1112.16,1054.8,1054.8
483,Stable,79.0,19.0,28.0,4.0,EDGE,EDGE,454.4,508.5432911392405,454.4,454.4
484,Stable,85.0,22.0,24.0,5.0,EDGE,EDGE,544.0,597.3882352941176,544.0,544.0
485,Stable,84.0,19.0,36.0,3.0,EDGE,EDGE,369.6,369.0342857142857,369.6,369.6
486,Stable,84.0,20.0,25.0,10.0,EDGE,EDGE,1100.0,1182.3809523809523,1100.0,1100.0
487,Stable,84.0,23.0,38.0,1.0,EDGE,EDGE,125.60000000000001,139.75809523809522,125.60000000000001,125.60000000000001
488,Stable,75.0,19.0,21.0,10.0,EDGE,EDGE,1052.0,1294.0666666666668,1052.0,1052.0
489,Stable,79.0,21.0,38.0,7.0,EDGE,EDGE,879.2,880.5007594936709,879.2,879.2
490,Stable,84.0,18.0,35.0,9.0,EDGE,EDGE,1098.0,1067.7428571428572,1098.0,1098.0
491,Stable,79.0,22.0,35.0,4.0,EDGE,EDGE,488.0,512.6632911392405,488.0,488.0
492,Stable,85.0,24.0,29.0,8.0,EDGE,EDGE,918.4000000000001,946.2211764705881,918.4000000000001,918.4000000000001
493,Stable,76.0,18.0,25.0,8.0,EDGE,EDGE,880.0,1028.1052631578946,880.0,880.0
494,Stable,81.0,25.0,34.0,4.0,EDGE,EDGE,483.2,505.5017283950617,483.2,483.2
495,Stable,80.0,20.0,30.0,6.0,EDGE,EDGE,696.0,747.2,696.0,696.0
496,Stable,80.0,24.0,24.0,6.0,EDGE,EDGE,652.8,749.76,652.8,652.8
497,Stable,83.0,19.0,30.0,4.0,EDGE,EDGE,464.0,489.3421686746988,464.0,464.0
498,Stable,82.0,19.0,28.0,8.0,EDGE,EDGE,908.8,968.4478048780488,908.8,908.8
499,Stable,78.0,20.0,23.0,1.0,EDGE,EDGE,107.6,143.48410256410256,107.6,107.6
500,Stable,79.0,24.0,39.0,7.0,EDGE,EDGE,887.6,883.780759493671,887.6,887.6
501,Stable,78.0,20.0,30.0,10.0,EDGE,EDGE,1160.0,1257.6410256410256,1160.0,1160.0
502,Stable,80.0,21.0,25.0,8.0,EDGE,EDGE,880.0,989.0,880.0,880.0
503,Stable,83.0,25.0,35.0,5.0,EDGE,EDGE,610.0,613.9277108433735,610.0,610.0
504,Stable,82.0,18.0,22.0,7.0,EDGE,EDGE,744.8000000000001,847.0868292682927,744.8000000000001,744.8000000000001
505,Stable,83.0,25.0,27.0,4.0,EDGE,EDGE,449.6,494.8621686746988,449.6,449.6
506,Stable,84.0,23.0,21.0,1.0,EDGE,EDGE,105.19999999999999,139.07809523809522,105.19999999999999,105.19999999999999
507,Stable,79.0,25.0,39.0,8.0,EDGE,EDGE,1014.4,1007.606582278481,1014.4,1014.4
508,Stable,79.0,18.0,23.0,7.0,EDGE,EDGE,753.1999999999999,873.300759493671,753.1999999999999,753.1999999999999
